Combined_ID,Year,How.happy.do.you.feel.right.now.,How.satisfied.are.you.with.your.life.in.general.,How.satisfied.are.you.with.Somerville.as.a.place.to.live.,In.general..how.similar.are.you.to.other.people.you.know._2011,When.making.decisions..are.you.more.likely.to.seek.advice.or.decide.for.yourself._2011.,How.satisfied.are.you.with.your.neighborhood.,How.proud.are.you.to.be.a.Somerville.resident._2015,How.would.you.rate.the.following..The.availability.of.information.about.city.services._2015,The.availability.of.affordable.housing_2011,How.would.you.rate.the.following..The.cost.of.housing.,How.would.you.rate.the.following..The.overall.quality.of.public.schools.in.your.community._2011,How.would.you.rate.the.following..The.overall.quality.of.public.schools.,How.would.you.rate.the.following..The.beauty.or.physical.setting_2011,How.would.you.rate.the.following..The.beauty.or.physical.setting.of.Somerville_2013,How.would.you.rate.the.following..The.effectiveness.of.the.local.police_2011_2013,How.would.you.rate.the.following..Your.trust.in.the.local.police_2015,How.would.you.rate.the.following..The.maintenance.of.streets..sidewalks..and..squares_2013,How.would.you.rate.the.following..The.maintenance.of.streets.and.sidewalks_2015,How.would.you.rate.the.following..The.availability.of.social.community.events,How.safe.do.you.feel.walking.in.your.neighborhood.at.night_2013,How.safe.do.you.feel.walking.in.your.community.at.night._2015,How.satisfied.are.you.with.the.beauty.or.physical.setting.of.your.neighborhood.,How.satisfied.are.you.with.the.appearance.of.parks.in.your.neighborhood._2013,How.satisfied.are.you.with.the.appearance.of.parks.and.squares.in.your.neighborhood.,What.is.your.sex.,What.is.your.gender._2011,Age.,Marital.status._2011,What.language..other.than.English..do.you.speak.at.home._2015,What.is.your.race_2011_2013,Are.you.of.Hispanic..Latino..or.Spanish.origin._2013,What.is.your.race.or.ethnicity._2015,Do.you.have.children.age.18.or.younger.who.live.with.you.,Describe.your.housing.status.in.Somerville.,Do.you.plan.to.move.away.from.Somerville.in.the.next.two.years.,How.long.have.you.lived.here.,What.is.your.annual.household.income.,What.neighborhood.do.you.live.in.,Are.you.a.student.,Ward,Precinct
5139,2011,7,8,6,8,8,NA,NA,NA,3,NA,2,NA,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,31-40,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"100,000 and up",NA,NA,NA,NA
5140,2011,7,7,7,7,4,NA,NA,NA,4,NA,3,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,31-40,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"50,000 - $59,999",NA,NA,NA,NA
5141,2011,5,5,7,5,5,NA,NA,NA,3,NA,3,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,41-50,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,12-17 Years,"50,000 - $59,999",NA,NA,NA,NA
5142,2011,3,4,4,8,2,NA,NA,NA,1,NA,3,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,61+,Divorced,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,18+,"20,000 - $29,999",NA,NA,NA,NA
5143,2011,10,10,R,10,1,NA,NA,NA,R,NA,R,NA,R,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,R,R,NA,R,NA,NA,NA,NA,NA,R,R,NA,NA,NA,NA
5144,2011,9,9,9,9,6,NA,NA,NA,2,NA,4,NA,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,41-50,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"20,000 - $29,999",NA,NA,NA,NA
5145,2011,9,9,6,3,10,NA,NA,NA,2,NA,4,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,61+,Widowed,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,18+,"40,000 - $49,999",NA,NA,NA,NA
5146,2011,7,7,8,9,6,NA,NA,NA,1,NA,3,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,31-40,Divorced,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,12-17 Years,"60,000 - $69,999",NA,NA,NA,NA
5147,2011,9,9,8,9,8,NA,NA,NA,2,NA,3,NA,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,51-60,Divorced,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,18+,"50,000 - $59,999",NA,NA,NA,NA
5148,2011,4,7,7,7,8,NA,NA,NA,3,NA,3,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,41-50,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,6-11 Years,"70,000 - $79,999",NA,NA,NA,NA
5149,2011,8,8,7,8,10,NA,NA,NA,4,NA,3,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,31-40,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"80,000 - $89,999",NA,NA,NA,NA
5150,2011,8,8,9,8,8,NA,NA,NA,5,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,31-40,Married,NA,Asian/Pacific Islander,NA,NA,NA,NA,NA,0-5 Years,"80,000 - $89,999",NA,NA,NA,NA
5151,2011,8,8,7,7,8,NA,NA,NA,3,NA,3,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,26-30,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"30,000 - $39,999",NA,NA,NA,NA
5152,2011,8,8,8,8,9,NA,NA,NA,R,NA,R,NA,R,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,61+,Divorced,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,12-17 Years,"20,000 - $29,999",NA,NA,NA,NA
5153,2011,7,7,7,7,6,NA,NA,NA,1,NA,4,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,26-30,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"50,000 - $59,999",NA,NA,NA,NA
5154,2011,8,8,8,9,1,NA,NA,NA,R,NA,R,NA,R,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,61+,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,18+,"20,000 - $29,999",NA,NA,NA,NA
5155,2011,8,9,10,6,9,NA,NA,NA,3,NA,4,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,51-60,Divorced,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,6-11 Years,"100,000 and up",NA,NA,NA,NA
5156,2011,7,9,6,8,8,NA,NA,NA,3,NA,R,NA,2,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,22-25,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"100,000 and up",NA,NA,NA,NA
5157,2011,8,9,8,6,5,NA,NA,NA,4,NA,4,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,61+,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,6-11 Years,"100,000 and up",NA,NA,NA,NA
5158,2011,3,5,7,6,4,NA,NA,NA,3,NA,3,NA,4,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,51-60,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,18+,"40,000 - $49,999",NA,NA,NA,NA
5159,2011,7,7,5,7,6,NA,NA,NA,3,NA,4,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,51-60,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,18+,R,NA,NA,NA,NA
5160,2011,9,10,9,6,8,NA,NA,NA,3,NA,3,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,22-25,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"70,000 - $79,999",NA,NA,NA,NA
5161,2011,8,5,8,8,4,NA,NA,NA,3,NA,3,NA,3,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,61+,Widowed,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"10,000 - $19,999",NA,NA,NA,NA
5162,2011,8,9,8,5,9,NA,NA,NA,3,NA,R,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,26-30,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"90,000 - $99,999",NA,NA,NA,NA
5163,2011,8,8,9,7,6,NA,NA,NA,3,NA,3,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,31-40,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"100,000 and up",NA,NA,NA,NA
5164,2011,10,10,10,5,5,NA,NA,NA,5,NA,5,NA,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,26-30,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"100,000 and up",NA,NA,NA,NA
5165,2011,3,3,4,8,6,NA,NA,NA,2,NA,4,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,31-40,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,18+,R,NA,NA,NA,NA
5166,2011,8,9,9,7,7,NA,NA,NA,4,NA,4,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,51-60,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,18+,"100,000 and up",NA,NA,NA,NA
5167,2011,7,8,7,8,4,NA,NA,NA,3,NA,3,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,61+,Divorced,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,18+,"60,000 - $69,999",NA,NA,NA,NA
5168,2011,8,8,9,7,5,NA,NA,NA,3,NA,R,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,61+,Divorced,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"60,000 - $69,999",NA,NA,NA,NA
5169,2011,8,9,9,6,9,NA,NA,NA,2,NA,2,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,31-40,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"100,000 and up",NA,NA,NA,NA
5170,2011,9,9,8,9,9,NA,NA,NA,R,NA,4,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,51-60,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,18+,"100,000 and up",NA,NA,NA,NA
5171,2011,5,9,8,9,9,NA,NA,NA,4,NA,4,NA,4,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,61+,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,18+,R,NA,NA,NA,NA
5172,2011,10,10,10,10,10,NA,NA,NA,R,NA,R,NA,4,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,61+,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,18+,"50,000 - $59,999",NA,NA,NA,NA
5173,2011,9,9,8,8,2,NA,NA,NA,3,NA,R,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,31-40,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,12-17 Years,"100,000 and up",NA,NA,NA,NA
5174,2011,7,7,8,6,7,NA,NA,NA,4,NA,R,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,18-21,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"10,000 - $19,999",NA,NA,NA,NA
5175,2011,5,4,7,7,7,NA,NA,NA,5,NA,R,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,26-30,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"20,000 - $29,999",NA,NA,NA,NA
5176,2011,8,8,8,6,6,NA,NA,NA,3,NA,2,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,26-30,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,6-11 Years,"100,000 and up",NA,NA,NA,NA
5177,2011,5,7,9,2,9,NA,NA,NA,5,NA,3,NA,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,26-30,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"60,000 - $69,999",NA,NA,NA,NA
5178,2011,8,8,8,8,5,NA,NA,NA,2,NA,3,NA,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,31-40,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,6-11 Years,"70,000 - $79,999",NA,NA,NA,NA
5179,2011,8,8,7,7,2,NA,NA,NA,3,NA,R,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,26-30,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"100,000 and up",NA,NA,NA,NA
5180,2011,7,8,6,4,8,NA,NA,NA,2,NA,3,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,41-50,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,6-11 Years,"70,000 - $79,999",NA,NA,NA,NA
5181,2011,9,9,9,3,8,NA,NA,NA,3,NA,R,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,26-30,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"90,000 - $99,999",NA,NA,NA,NA
5182,2011,2,2,R,3,3,NA,NA,NA,R,NA,R,NA,R,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,R,R,NA,R,NA,NA,NA,NA,NA,R,R,NA,NA,NA,NA
5183,2011,8,8,7,4,6,NA,NA,NA,1,NA,2,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,31-40,"Single, Never Married",NA,Hispanic,NA,NA,NA,NA,NA,6-11 Years,"50,000 - $59,999",NA,NA,NA,NA
5184,2011,9,R,8,8,6,NA,NA,NA,4,NA,R,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,31-40,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,R,"50,000 - $59,999",NA,NA,NA,NA
5185,2011,10,10,10,10,10,NA,NA,NA,R,NA,R,NA,R,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,61+,"Single, Never Married",NA,Native American,NA,NA,NA,NA,NA,18+,"Less than $10,000",NA,NA,NA,NA
5186,2011,8,7,7,5,4,NA,NA,NA,4,NA,R,NA,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,26-30,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"50,000 - $59,999",NA,NA,NA,NA
5187,2011,7,9,8,3,9,NA,NA,NA,5,NA,2,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,31-40,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,6-11 Years,"80,000 - $89,999",NA,NA,NA,NA
5188,2011,7,9,7,7,8,NA,NA,NA,2,NA,R,NA,4,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,31-40,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,6-11 Years,"100,000 and up",NA,NA,NA,NA
5189,2011,10,10,10,10,1,NA,NA,NA,R,NA,R,NA,R,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,31-40,Married,NA,Asian/Pacific Islander,NA,NA,NA,NA,NA,12-17 Years,"30,000 - $39,999",NA,NA,NA,NA
5190,2011,8,8,7,2,5,NA,NA,NA,2,NA,3,NA,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,41-50,Married,NA,R,NA,NA,NA,NA,NA,6-11 Years,"100,000 and up",NA,NA,NA,NA
5191,2011,7,7,6,7,2,NA,NA,NA,2,NA,2,NA,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,51-60,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,12-17 Years,"100,000 and up",NA,NA,NA,NA
5192,2011,8,8,8,7,6,NA,NA,NA,4,NA,3,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,26-30,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"60,000 - $69,999",NA,NA,NA,NA
5193,2011,7,7,6,6,5,NA,NA,NA,4,NA,3,NA,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,26-30,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"60,000 - $69,999",NA,NA,NA,NA
5194,2011,R,R,10,R,R,NA,NA,NA,R,NA,5,NA,5,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,41-50,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,6-11 Years,"100,000 and up",NA,NA,NA,NA
5195,2011,8,9,9,8,8,NA,NA,NA,3,NA,3,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,51-60,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,6-11 Years,"70,000 - $79,999",NA,NA,NA,NA
5196,2011,5,7,5,6,6,NA,NA,NA,1,NA,R,NA,1,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,41-50,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"100,000 and up",NA,NA,NA,NA
5197,2011,8,9,6,6,6,NA,NA,NA,3,NA,R,NA,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,26-30,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"80,000 - $89,999",NA,NA,NA,NA
5198,2011,1,10,10,10,10,NA,NA,NA,5,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,61+,Widowed,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,R,"10,000 - $19,999",NA,NA,NA,NA
5199,2011,10,10,10,1,1,NA,NA,NA,R,NA,R,NA,R,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,51-60,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,18+,R,NA,NA,NA,NA
5200,2011,5,5,R,6,8,NA,NA,NA,R,NA,R,NA,R,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,R,R,NA,R,NA,NA,NA,NA,NA,R,R,NA,NA,NA,NA
5201,2011,9,9,8,7,8,NA,NA,NA,5,NA,2,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,31-40,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,6-11 Years,"100,000 and up",NA,NA,NA,NA
5202,2011,10,10,9,10,8,NA,NA,NA,3,NA,3,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,51-60,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,18+,"100,000 and up",NA,NA,NA,NA
5203,2011,8,9,10,6,4,NA,NA,NA,3,NA,2,NA,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,31-40,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,6-11 Years,"100,000 and up",NA,NA,NA,NA
5204,2011,6,6,6,6,9,NA,NA,NA,4,NA,R,NA,2,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,51-60,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"100,000 and up",NA,NA,NA,NA
5205,2011,6,8,7,7,9,NA,NA,NA,3,NA,1,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,31-40,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"100,000 and up",NA,NA,NA,NA
5206,2011,6,7,7,7,3,NA,NA,NA,3,NA,3,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,41-50,Divorced,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,6-11 Years,"100,000 and up",NA,NA,NA,NA
5207,2011,8,7,8,4,10,NA,NA,NA,1,NA,3,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,51-60,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,18+,"60,000 - $69,999",NA,NA,NA,NA
5208,2011,7,7,9,7,7,NA,NA,NA,3,NA,4,NA,3,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,61+,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,18+,"30,000 - $39,999",NA,NA,NA,NA
5209,2011,8,9,8,7,7,NA,NA,NA,4,NA,R,NA,3,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,26-30,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"60,000 - $69,999",NA,NA,NA,NA
5210,2011,10,10,8,7,5,NA,NA,NA,4,NA,R,NA,3,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,31-40,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"100,000 and up",NA,NA,NA,NA
5211,2011,7,8,8,7,8,NA,NA,NA,3,NA,3,NA,3,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,61+,Widowed,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,R,"60,000 - $69,999",NA,NA,NA,NA
5212,2011,9,9,8,9,9,NA,NA,NA,3,NA,4,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,41-50,Widowed,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"100,000 and up",NA,NA,NA,NA
5213,2011,8,8,7,7,8,NA,NA,NA,3,NA,3,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,31-40,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"90,000 - $99,999",NA,NA,NA,NA
5214,2011,9,9,8,9,9,NA,NA,NA,4,NA,4,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,31-40,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"40,000 - $49,999",NA,NA,NA,NA
5215,2011,7,7,7,7,7,NA,NA,NA,4,NA,R,NA,3,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,26-30,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"70,000 - $79,999",NA,NA,NA,NA
5216,2011,7,6,7,4,5,NA,NA,NA,4,NA,R,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,26-30,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,6-11 Years,"90,000 - $99,999",NA,NA,NA,NA
5217,2011,8,9,8,7,8,NA,NA,NA,R,NA,R,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,31-40,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"40,000 - $49,999",NA,NA,NA,NA
5218,2011,10,8,7,7,7,NA,NA,NA,3,NA,2,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,31-40,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,6-11 Years,"100,000 and up",NA,NA,NA,NA
5219,2011,8,10,9,8,6,NA,NA,NA,3,NA,3,NA,5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,26-30,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,6-11 Years,"100,000 and up",NA,NA,NA,NA
5220,2011,3,4,3,4,9,NA,NA,NA,3,NA,2,NA,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,31-40,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,6-11 Years,"100,000 and up",NA,NA,NA,NA
5221,2011,10,10,9,3,7,NA,NA,NA,2,NA,R,NA,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,22-25,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"50,000 - $59,999",NA,NA,NA,NA
5222,2011,2,2,7,4,4,NA,NA,NA,2,NA,R,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,31-40,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,R,NA,NA,NA,NA
5223,2011,7,7,5,5,9,NA,NA,NA,4,NA,3,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,22-25,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"10,000 - $19,999",NA,NA,NA,NA
5224,2011,9,10,6,7,7,NA,NA,NA,3,NA,3,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,31-40,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"60,000 - $69,999",NA,NA,NA,NA
5225,2011,5,5,7,4,8,NA,NA,NA,3,NA,2,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,31-40,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"50,000 - $59,999",NA,NA,NA,NA
5226,2011,4,4,1,3,3,NA,NA,NA,1,NA,2,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,31-40,Married,NA,Asian/Pacific Islander,NA,NA,NA,NA,NA,6-11 Years,"60,000 - $69,999",NA,NA,NA,NA
5227,2011,6,6,7,4,8,NA,NA,NA,4,NA,R,NA,3,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,41-50,"Single, Never Married",NA,Asian/Pacific Islander,NA,NA,NA,NA,NA,0-5 Years,"60,000 - $69,999",NA,NA,NA,NA
5228,2011,7,7,7,9,6,NA,NA,NA,2,NA,R,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,41-50,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"40,000 - $49,999",NA,NA,NA,NA
5229,2011,8,8,9,6,4,NA,NA,NA,2,NA,4,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,31-40,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"40,000 - $49,999",NA,NA,NA,NA
5230,2011,7,7,1,7,8,NA,NA,NA,1,NA,1,NA,1,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,31-40,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,6-11 Years,R,NA,NA,NA,NA
